,conteudo,acordao,dia
208, secretar das sessões prestação contas fundo reaparelhamento policial furepolpm exercício interessado senhor flávio ferreira pires relator conselhei naluh maria ma gouveia prestação contas fundo reaparelhamento policial comunicação gestor recomenda ção gestor para que tome ações necessárias para que seplan atualize orçamento inicial para próximos exercícios ciência à seplan respeito a desatualização informação orçamento inicial furepolpm exercício para que mesma atualize informações enviadas pelo respectivo fundo ciência governador estado ao presidente assembleia legislativa vistos relatado e discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheira relator considerar regular prestação contas fundo reaparelhamento pol icial furepolpm exercício orçamentário financeiro responsabilidade senhor flávio ferreira pires com fundamento inciso do art lei complementar estadual comunicar apurado desta decisão gestor supracitado rincipal responsável pelo fundo recomendar para que mesmo tome ações necessárias para que seplan atualize orçamento inicial para próximos exercícios dar ciência à seplan respeito desatualização informação orçamento inicial fu repolpm exercício para que mesma atualize informações enviadas pelo respectivo fundo dar ciência governador estado ao presidente assembleia legislativa resultado desta decisão após formalidades estilo pelo arquivamento ausente justificadamente excelentíssimo senhor conselheiro antonio cristovão correia messias rio branco acre / / conselheiro valmi gomes ribeiro presidente conselheir naluh maria lima gouveia relator fui presente anna helena azevedo lima procurador achefe mpe ,9028,04/09/2014
209, volumes prestação contas instituto previdência estado acre acreprevidência exercício responsáve relator senhor josé anchieta batista conselheir antonio cristovão correia messias prestação contas instituto previdência estado acre acreprevidência regularidade observar próxima edição matéria elemento despesa apropriado para registro serviço consultoria notificação responsável comunicação apurado conselho estadual previdência social ao conselho fiscal instituto vistos relatados discutidos autos o acima identificado c r a os mem bros tribunal contas e stado a cre à unanimidade nos termos o voto conselheir orelator considerar regular prestação contas instituto previdência estado acre acreprevidência exercício orçamentário financeiro responsabilidade senhor josé anchieta batista diretor presidente com fulcro lei complementar estadual art inciso notificar responsável pelo acreprevidência para tomar conhecimento desta decisão observar próxima edição matéria elemento despesa apropriado para registro serviço consultoria comunicar apurado o resultado desta decisão conselho estadual previdência social ao conselho fiscal instituto após formalidades estilo pelo arquivamento dos autos ausentes justificadamente e xcelentíssimas senhoras conselheiras dulcinéa benício araújo naluh maria lima gouveia rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheiro antonio cristovão correia messias relator fui presente anna helena azevedo lima procuradora chefe mpe ,9055,23/10/2014
210, volumes prestação contas fundo municipal saúde rio branco exercício responsáve relator senhor pascal abou khalil conselheir ronald polanco ribeiro prestação contas fundo municipal saúde lançamentos contábeis intempestivo contrariando princípio oportunidade previsto resolução cfc regularidade com ressalva observar nas próximas edições espécie falhas contábeis noticiadas comunicação atual gestor vistos relatados discutidos autos o acima identificado c r a os membros tribunal contas e stado a cre à unanimidade nos termos o voto conse lheiro relator considerar regular com ressalva prestação contas fundo municipal saúde rio branco exercício orçamentário financeiro responsabilidade senhor pascal abou khalil secretário municipal saúde à época com lcro lei complementar estadual art inciso valendo como ressalva lançamentos contábeis intempestivo contrariando princípio oportunidade previsto resolução cfc comunicar atual gestor pasta para observar nas próximas edições espécie falhas contábeis noticiadas após formalidades estilo pelo arquivamento dos autos ausentes justificadamente excelentíssimas senhoras conselheiras dulcinéa benício araújo naluh maria lima gouveia rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheiro ronald polanco ribeiro relator fui presente anna helena azevedo lima procuradora chefe mpe ,9057,23/10/2014
211, pedido rev isão decisão contida parecer prévio no exarada nos autos prestação contas prefeitura municipal rodrigues alves exercício bem como recurso reconsideração responsável senhor francisco vagner santana amorim relator conselhei antônio rge malheiro pedido revisão prestação contas prefeit municipal conhecimento provimento parcial para reformar acórdãos o parecer prévio emissão novo parecer prévio para excluir considerando referente não mprovação saldo financeiro o onsiderando que trata envio incompleto das informações folha pagamento vistos relatados discutidos autos acima identificado acordam membros tribunal contas estado acr à unanimidade nos termos voto conselheiro relator receber recurso a procedência parte pedido reformar por consequência reformar para cancelar condenação devolução valores ap licação multa demais imposições acessórias reformar parecer prévio para que exclua considerando referente não comprovação saldo financeiro o considerando que trata envio incompleto das informações f olha pagamento após formalidades estilo pelo arquivamento ausente justificadamente excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir antônio jorge malheiro relator fui presente anna helena azevedo lima procuradora chefe mpe ,9020,28/08/2014
212, anexo prestação contas controladoria geral estado acre exercício responsáve relator senhor edson américo manchini conselheir antônio orge malheiro prestação contas controladoria geral estado regularidade visto relatados discutidos autos o acima identificado c r a os membros tribunal contas e stado a cre à unanimidade nos termo do voto conselheiro relator considerar regular prestação contas controladoria geral estado acre exercício orçamentário financeiro responsabilidade senhor edson américo manchini controlador geral estado acre com fulcro lei complementar estadual art inciso após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssimo senhor conselheiro ant onio cristovão correia messias sala das sessões tribuna de contas estado acre rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir antônio jorge malheiro relator fui presente anna helena azevedo lima procurador achefe mpe ,9043,16/10/2014
213, prestação contas o instituto meio ambiente acre imac exercício responsáve senhores sebastião fernando ferreira lima paulo roberto viana a raújo paulo césar modesto rocha relator conselhei dulcinéa benício araújo prestação contas instituto meio ambiente ausência profissional área contabilidade ausência recomposição conta existente razão termo compromisso firmado com centrais elétricas norte ausência inventário atualizado dos bens móveis imóveis regularidade com ressalvas vistos relatados discutidos autos proce sso acima identificado acordam membros tribu nal contas estado acre à unanimidade nos termos voto conselheira relatora considerar regular com ressalvas prestação contas instituto meio ambiente acre imac exercício orçamentário financeiro responsabili dade dos senhores sebastião fernando ferreira lima paulo roberto viana araújo paulo césar modesto araújo com fulcro art inciso da lei complementar estadual valendo como ressalvas a ausência profissional área con tabilidade a não recomposição conta existente razão termo compromisso firmado com centrais elétricas norte eletronorte c não envio inventário atualizado dos bens móveis imóveis após formalidades estilo pelo arquivam ento dos autos ausente justificadamente excelentíssim senhor conselheir antonio cristovão correia messias rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir dulcinéa benício araújo relator fui presente anna helena azevedo lima procurador achefe mpe ,9049,16/10/2014
214, secr etaria das sessões prestação contas o fundo estadual floresta estado acre fef exercício responsáve senhores joão paulo santos mastrângelo carlos ovídio duar rocha sandra maria araújo mende relator conselhei dulcinéa benício araújo prestação contas fundo estadual floresta incompletude relatório circunstanciado desacordo com previs no item iii anexo vii resolução regularidade com ressalva vistos relatados discutidos autos proce sso acima identificado acordam membros à unanimidade nos termos o voto conselheira relatora considerar regul com ressalva prestação contas fundo estadual floresta estado acre exercício orçamentário financeiro responsabilidade dos senhores joão paulo santos mastrângelo carlos ovídio duarte rocha sandra maria araújo mendes com fulcro art inciso da lei complementar estadual valendo como ressalva incompletude relatório circunstanciado desacordo com previsto item iii anexo vii resolução após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssim senhor conselheir antonio cristovão correia messias rio branco acre / / conselheiro valmi gomes ribeiro presidente conselheir dulcinéa benício araújo relator fui presente anna helena azevedo lima procurador achefe mpe ,9050,16/10/2014
215, prestação contas fundo municipal habitação interesse social rio branco fmhis exercício responsáve relator senhor luiz antônio rocha cons elheir naluh maria lima gouveia prestação contas fundo habitação interesse social rio branco regularidade comunicar decisão responsável pelo fundo prefeito rio branco ao conselho gestor fundo municipal habitação cientificar à presidência câmara municipal vistos relatados discutidos autos o acima identificado c r a os membros tribunal contas e stado a cre à unanimidade nos termos o voto conselheiro relator considerar regular prestação contas fundo municipal habitação rio branco exercício orçamentário financeiro responsabilidade senhor luiz antônio rocha com fulcro lei complementar estadual art inciso comunicar decisão senhor luiz antônio rocha principal responsável pelo fundo à época senhor marcus alexandre prefeito rio branco ao conselho gestor fundo municipal habitação rio branco encaminhar à câmara municip de rio branco para dar ciência após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssimo senhor conselheiro antônio cristovão correia messias rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir naluh maria lima gouveia relator fui presente anna helena azevedo lima procurador achefe mpe ,9051,16/10/2014
216, tomada contas especial para apurar exatidão saldo financeiro fundo estadual saúde exercício responsáve relator senhor cassiano marques oli veira conselheir josé augusto araújo faria tomada contas especial fundo estadual saúde saneamento irregularidade pelo gestor regularidade prestação contas fundo estadual saúde exercício a bster promover defesa gestores contrariando interesses administração pública notificação procurador geral estado vistos relatados discutidos autos o acima identificado c r a os membros tribunal contas e stado a cre à unanimidade nos termos o voto conselheiro relator reformar objeto presente tomada contas especial por economia processual aplicando princípio autotutela tornar regular prestação conta do fundo estadual saúde fundes exercício orçamentário financeiro responsabilidade senhor cassiano marques oliveira secretário à época com fulcro lei complementar estadual art inciso arquivando presente face gestor ter apresentado esclarecimentos necessários com argumentos documentos juntados aos autos quais sanaram irregularidade que existia notificar procuradoria geral estado acre pessoa seu procurador eral para que abstenha promover defesa gestores contrariando interesses administração pública que deve defender ausente justificadamente excelentíssim senhor conselheir valmir gomes ribeiro presidente corte sala das sessões rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheiro josé augusto araújo faria relator fui presente sérg cunha mendonça procurador mpe ,9058,30/10/2014
217, prestação contas corpo bombeiros militar estado acre cbmac exercício responsáve relator senhor flávio ferreira pires consel heiro antônio jorge malheiro prestação conta corpo bombeiros militar falha registro das informações referentes às aquisições patrimoniais regularidade com ressalva vistos relatados discutidos autos o acima ident ificado c r a os membros tribunal contas e stado a cre à unanimidade nos termos o voto conselheiro relator considerar regular com ressalva prestação contas corpo bombeiros militar estado acre cbmac exercício orç amentário financeiro responsabilidade senhor flávio ferreira pires com fulcro artigo inciso da lei complementar estadual valendo como ressalva falha registro das informações referentes às aquisições patrimoniais após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssim senhor conselheir valmir gomes ribeiro presidente corte rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheiro antônio jorge malheiro relator fui presente sérgio cunha mendonça procurador mpe ,9059,30/10/2014
218, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr volumes anexo prestação contas secretaria estado segurança pública exercício responsáve relator senhor ildor rení graebner conselh eiro antônio jorge malheiro prestação contas secretaria estado segurança pública regularidade vistos relatados discutidos autos o acima identificado c r a os membros tribunal contas e stado a cre à unanimidade nos termos o voto conselheiro relator considerar regular prestação contas secretaria estado segurança pública exercício orçamentário financeiro responsabilidade senhor ildor rení graebner com fulcro artigo inciso da lei complementar estadual após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssim senhor conselheir valmir gomes ribeiro presidente corte sala das sessões tribun de contas estado acre rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheiro antônio jorge malheiro relator fui presente sérgio cunha mendonç procurador mpe ,9060,30/10/2014
219, prestação contas gabinete militar governador exercício responsáve relator senhor maria aniceta cacau nunes conselheir antônio jorge malheiro prestação contas gabinete militar governador regularidade vistos relatados discutidos autos o acima identificado c r a os membros tribunal contas e stado a cre à unanimidade nos termos o voto co nselheiro relator considerar regular prestação contas gabinete militar governador estado acre exercício orçamentário financeiro responsabilidade senhora maria aniceta cacau nunes com fulcro artigo inciso da lei complementar estadual após formalidades estilo pelo arquivamento ausente justificadamente excelentíssim senhor conselheir valmir gomes ribeiro presidente corte sala das sessões tribunal e contas estado acre rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheiro antônio jorge malheiro relator fui presente sérgio cunha mendonça procurador mpe ,9061,30/10/2014
220, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr prestação contas fundo municipal cultura exercício responsáve senhor rodrigo cunha forneck relator conselhei naluh maria lima gouveia prestação contas fundo municipal cultura regularidade vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheira relatora considera regular prestação contas fundo municipal cultura rio branco exercício orçamentário financeiro responsabilidade senhor rodrigo cunha forneck diretor presidente fundo à época com fulcro artigo inciso da lce comunica o apurado desta decisão gestor supracitado principal responsável pelo fundo cientificar senhor prefeito município rio branco marcus alexandre presidente câmara municipal rio branco ao conselho municipal políticas culturais resultado desta decisão após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssimo senhor conselheiro valmir gomes ribeiro presidente corte sala das sess ões rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheir naluh maria lima gouveia relatora fui presente sérgi cunha mendonça procurador mpe ,9066,30/10/2014
221, tribu nal contas estado acre avenida ceará bairro bec rio brancoacr cep telefone fonefax email prestceacgovbr volumes prestação contas secretaria estado servidor do patrimônio público exercício responsáve senhor flora valladares coelho relator conselhei naluh maria lima gouveia prestação contas secretaria estado servidor do patrimônio público inexistência responsável pela contabilidade envio incompleto relatório circunstanciado falhas contabilização s variações patrimoniais falhas elaboração das demonstrações contábeis não envio inventário dos bens móveis não envio das conciliações bancárias regularidade com ressalvas vistos relatados discutidos autos acima identific ado acordam membros à unanimidade nos termos o voto conselheira relatora considerar regular com ressalvas prestação contas secretaria estado servidor patrimônio público exercício orçamentário financeiro responsabilidade senhora flora valladares coelho com fulcro artigo inciso da lce valendo como ressalvas a inexistência responsável pela contabilidade o envio incompleto relatóri circunstanciado faltando metas os resultados alcançados as falhas contabilização das variações patrimoniais as falhas elaboração das demonstrações contábeis o não envio inventário dos bens móveis o não envio das conciliaçõe bancárias comunicar apurado desta decisão senhora flora valladares coelho principal responsável à época cientificar senhor governador estado ao presidente assembleia legislativa resultado desta decisão após formalidades estilo pelo arquivamento dos autos ausente justificadamente e xcelentíssimo senhor conselheiro valmir gomes ribeiro presidente corte rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheir naluh maria lima gouveia relatora fui presente sérgio cunha mendonça procurador mpe ,9067,30/10/2014
222, apenso apurar débito vencido faturas consumo energia elétrica prefeitura municipal bujari interessado prefeito à época relator conselhei antô nio jorge malheiro apurar débito vencido faturas consumo energia elétrica prefeitura municipal proceder à exata quantificação caso pagamento multas juros decorrência atraso das faturas energia elé trica fazer constar lei orçamentária estimativa receita obtida com contribuição iluminação pública bem como nos demonstrativos contábeis incluir nos demonstrativos contábeis valores dívida com energia elétrica os créditos cosip cientificar estas providências esta corte contas notificação atual gestor acompanhamento matéria prestação contas pela dafo remessa cópia apurado tribunal contas união vistos relatados discutidos autos proc esso acima identificado acordam membros à unanimidade nos termos o voto conselheiro relator notifica o atual gestor prefeitura municipal bujari para em caso pagamento multas juros decorrentes atraso das faturas energia elétrica proceder sua exata quantificação fazer constar lei orçamentária estimativa receita obtida com contribuição iluminação pública bem como nos demonstrativos contábeis incluir nos demonstrativos contábeis valores dívida com energia elétrica os créditos cosip d dar ciência destas providências esta corte contas prazo máximo noventa dias fato ser acompanhado pela diretoria auditoria financ eira orçamentária dafo que dafo faça acompanhamento matéria prestação contas encaminha cópia apurado tribunal contas união tcu face ret enção cosip pela eletroacre após formalidades estilo pelo arqui vamento ausente justificadamente excelentíssimo senhor conselheiro antonio cristovão correia messias rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir antônio jorge malheiro relator fui presente anna helena azevedo lima procurador achefe mpe ,9025,04/09/2014
223, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr anexo prestação contas câmara municipal porto acre exercício responsáve senhor wanderson pereira sousa relator conselhei josé aug usto araújo faria prestação contas câmara municipal grave infração à norma legal regulamentar natureza contábil financeira orçamentária operacional patrimonial irregularidade multa vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheiro relator considerar irregular prestação contas câmara municipal porto acre exercício orçamentário financeiro responsabilidade senhor wanderson pereira sousa com fulcro lei complementar estadual art inciso iii alínea em face grave infração à norma legal regulamentar natureza contábil financeira çamentária operacional patrimonial aplicar multa senhor wanderson pereira sousa valor r com fulcro lei complementar estadual art inciso por ato praticado com grave infração à norma legal regulamentar natureza contábil financeira orçamentária operacional patrimonial comunica o apurado ministério público estadual para providências que entender adotar razão que dispõe lei federal arts face contr atação sistemas serviços contabilidade valor total r visto às fls sob argumento inexigibilidade licitação não respaldada pelas hipóteses previstas lei regência após formalidades estilo pelo arquivam ento dos autos ausente justificadamente excelentíssima senhor conselheira dulcinéa benício araújo rio branco acre / / conselheiro valmir gomes ribeiro preside nte conselheir josé augusto araújo faria relator fui presente anna helena azevedo lima procurador achefe mpe ,9031,09/10/2014
224, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr prestação contas fundo municipal meio ambiente exercício responsáve senhor silvia helena costa brilhante senhor mário jorge silva fadel senhora maria das dores araújo relator conselhei josé augusto araújo faria prestação contas fundo municipal meio ambiente exatidão dos demonstrativ financeiros contábeis legalidade legitimi dade economicidade dos atos gestão res ponsável regularidade vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheiro relator considerar regular prestaçã de contas fundo municipal meio ambiente exercício orçamentário financeiro responsabilidade senhora silvia helena costa brilhante secretária à época dos secretários exercício senhor mário jorge silva fadel senhora maria das dores araújo com fulcro lei complementar estadual art inciso por expressarem forma clara objetiva exatidão dos demonstrativos financeiros contábeis a legalidade legitimidade a economicidade dos atos gestão sponsável após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssima senhor conselheira dulcinéa benício araújo rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir josé augusto araújo faria relator fui presente anna helena azevedo lima procurador achefe mpe ,9032,09/10/2014
225, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr anexo prestação contas fundo especial meio ambiente estado acre femac exercício responsáve senhor cleísa brasil cunha cartaxo relator conselhei antonio cristovão correia messias prestação contas fundo especial meio ambiente regularidade vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheiro relator considerar regular prestação contas fundo especial meio ambiente estado acre femac exercício orçamentário financeiro responsabilidade senhora presidente cleísa brasil cunha cartaxo com fundamento inciso do art lei complementar estadual após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssima senhor conselheira dulcinéa benício araújo rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir antonio cristovão correia messias relator fui present anna helena azevedo lima procurador achefe mpe ,9033,09/10/2014
226, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr apenso volumes pedido revisão decisão contida exarada nos autos volumes prestação contas fundo estadual assistência social feas exercício responsáve senhor estefânia maria pereira pontes relator conselhei antonio cristovão correia messias pedido rev isão prestação contas fundo estadual assistência social recebimento pro vimento reforma regularidade vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheiro relator para conhecer presente pedido revisão por ser próprio tempestivo no mérito dar provimento modificando a decisão contida / / para considerar regulares prestações contas fundo estadual assistência social feas exercícios responsabilidade senhor cleber peres albuquerque da senhora estefânia maria pereira pontes com fulcro inciso do artigo lei complementar estadual uma vez que análise técnica procedida pela igce apurou que novos documentos comprovam regularização nos registros contábeis ressalva apontada relativa à diferença r sete reais apresentada saldo conta banco brasil após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssima senhor conselheira dulcinéa benício araújo rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir antonio cristovão correia messias relator fui presente anna helena azevedo lima procurador achefe mpe ,9034,09/10/2014
227, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr prestação contas fundo financeiro rio branco ffin exercício responsáve senhor márcio oliveira carmo relator conselhei naluh maria lima ouveia prestação contas fundo financeiro municipal regularidade vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto con selheira relator considerar regular prestação contas fundo financeiro rio branco ffin exercício orçamentário financeiro responsabilidade senhor márcio oliveira carmo diretor presidente fundo com fundamento art igo inciso da lce comunicar apurado desta decisão gestor supracitado principal responsável pelo fundo cientificar conselhos administração fiscal respectivo fundo acerca resultado desta decisão cientifica o senhor prefeito do presidente câmara municipal rio branco teor desta decisão após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssima senhor conselheira dulcinéa benício araújo rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir naluh maria lima gouveia relator fui presente anna helena azevedo lima procurador achefe mpe ,9039,09/10/2014
228, avenida ceará bairro bec rio bra ncoacre cep telefone fonefax email prestceacgovbr anexo prestação contas fundação escola servidor público estado acre fespac exercício responsáve senhor nuria merched olive ira guerreiro cleyde maria carvalho senhores adolfo artur almeida guedes manoel wanes machado peres relator conselhei antonio cristovão correia messias prestação contas fundação escola servidor público estado acre fespac contratação serviços contabilidade detrimento concurso público fundamentação legal utilizada indevidamente contratação senhora raquel melo urbano carvalho regularidade com ressalva notificação atual gestora vistos relat ados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheiro relator considerar regular com ressalva prestação contas fundação esco do servidor público estado acre fespac exercício orçamentário financeiro responsabilidade das senhoras nuria merched oliveira guerreiro diretora presidente cleyde maria carvalho diretora administração finanças dos enhores adolfo artur almeida guedes diretor administração finanças manoel wanes machado peres técnico contábil com fundamento inciso do artigo lei complementar estadual valendo como ressalva contratação serviços contabilidade detrimento concurso público da fundamentação legal utilizada indevidamente contratação senhora raquel melo urbano carvalho notifica a atual gestora para tomar ciência das falhas apuradas corrigi las próxima dição matéria após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssim senhor conselheir ronald polanco ribeiro rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir antonio cristovão correia messias relator fui presente anna helena azevedo lima procurador achefe mpe ,9070,06/11/2014
229, tribunal contas estado a cre prestação contas fundo estadual microcrédito exercício responsáve senhor antonio torres relator conselhei dulcinéa benício araújo prestação contas fundo estadual microcrédito regularidade vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto a conselheir arelator considerar regular prestação contas fundo estadual microcrédito exercício orçamentário financeiro responsabilidade senhor antonio torres com fulcro lei complementar estadual art inciso após f ormalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco acre / / conselh eiro valmir gomes ribeiro presidente conselheir dulcinéa benício araújo relatora fui presente anna helena azevedo lima procurador achefe mpe ,9072,06/11/2014
230, secretaria s sessões prestação contas fundação desenvolvimento recursos humanos cultura do desporto fdrhcd exercício responsáve senhor francis mary alves lima relator conselhei naluh maria lima gouveia prestação contas fundação desenvolvimento recursos humanos cultura do desporto fdrhcd inconsistência elaboração inventário dos bens móveis inoperância fundação subrogaçã da fundação falta legalização distribuição dos servidores pertencentes à fdrhcd regularidade com ressalvas comunicação desta decisão à gestora à época notificação atual gestora do contador responsável cientificação resultado deste julgado senhor governador estado ao presidente assembleia legislativa vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o to conselheir arelatora considerar regular com ressalvas prestação contas fundação desenvolvimento recursos humanos cultura do desporto fdrhcd exercício orçamentário financeiro responsabilidade senhora francis mary alves lima diretora presidenta à época com fulcro inciso do art lei complementar estadual valendo como ressalvas a inconsistência elaboração inventário dos bens móveis a inoperância fundação a sub rogaçã da fundação d falta legalização distribuição dos servidores pertencentes à fdrhcd comunicar apurado desta decisão à gestora supracitada notifica a atual gestora o contador responsável para que promovam dentro prazo estipul ado pela insga envio inventário atualizado bens móveis referida fundação atentar para falta operacionalização fundação exercício necessidade levantamento dívida inssfgts a regulamentação lei a distribuição dos servidores fdrhcd sob pena responsabilidade legal dar ciência resultado deste julgamento senhor governador estado ao presidente assembleia legislativa para devida tomada decisão após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco acre / / conselheiro valmir mes ribeiro presidente conselheir naluh maria lima gouveia relatora fui presente anna helena azevedo lima procurador achefe mpe ,9073,06/11/2014
231, tribunal c ontas estado acre anexo prestação contas fundo manutenção desenvolvimento educação básica de valorização dos profissionais educação fundeb exercício responsáve senhor márcio josé batista relator conselhei naluh maria lima gouveia prestação contas fundo manutenção desenvolvimento educação básica de valorização dos profissionais educação fundeb envio inventário b ens imóveis desatualizado regularidade com ressalva vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto conselheira relatora considerar regular com ressalva prestação contas fundo manutenção desenvolvimento educação básica de valorização dos profissionais educação fundeb exercício orçamentário financeiro responsabilidade senhor márcio josé batista com fulcro inciso do art lei complementar estadual valendo como ressalva envio inventário bens imóveis desatualizado comunicar apurado desta decisão ex gestor ao atual gestor fundo cientificar conselho municipal fundeb que foi apurado julgado por esta corte contas cientificar senhor prefeito marcus alexandre médici aguiar ao presidente câmara municipal rio branco resultado desta decisão após f ormalidades estilo pelo arquivamento dos autos ausente justificadamente e xcelentíssimo senhor conselheiro antonio cristovão correia messias rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir naluh maria lima gouveia relator fui presente anna helena azevedo lima procurador achefe mpe ,9083,20/11/2014
232, processos apensos recurso reconsideração com efeito suspensivo à decisão contida parecer prévio no exarada nos autos prestação contas prefeitura municipal plácido castro exercício responsáve senhor paulo césar silva relator conselhei dulcinéa benício araújo recurso reconsideração prestação contas prefeitura municipal conhecimento parcial provimento retificação parecer prévio retificação vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto a conselheir arelator conhec do recurso reconsideração interposto no mérito dar lhe parcial provimento para retificar parecer prévio excluindo as irregularidades quanto às concessões diárias sem devida prestação contas inconsistência saldo para exercício seguinte inconsistência balanço financeiro face divergência s saldos bancários mantendo a irregularidade das contas razão das demais falhas detectadas não justificadassolucionadas quanto cabível sua retificação para excluir itens uma vez que neste recurso ram comprovados valores atinentes às diárias ao saldo financeiro não havendo quantia ser devolvida após formalidades estilo pelo arquivamento dos autos ausente justificadamente excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco acre / / conselheiro valmir gomes ribeiro presidente conselheir dulcinéa benício araújo relatora fui presente anna helena azevedo ima procurador achefe mpe ,9071,06/11/2014
233, tribunal cont do estado acre avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr volumes prestação contas prefeitura municipal rio branco exercício responsáve relator senhor raimundo angelim vasconcelos conse lheiro ronald polanco ribeiro prestaç ão contas prefeitura observar nas próximas edições espécie falhas contábeis noticiadas notificação atual gestor vistos relatados discutidos autos o acima identificado c r a os membros tribunal contas e stado a cre à unanimidade nos termos o voto conselheiro relator notificar atual prefeito para observar nas próximas edições espécie falhas contábeis noticiadas após formalidades estil pelo arquivamento dos autos ausente justificadamente excelentíssim senhor conselheir valmir gomes ribeiro presidente corte rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheiro ronald polanco ribeiro relator fui presente sérgio cunha mendonça procurador mpe ,9064,30/10/2014
234, avenida ceará bairro bec rio branco acre cep telefone fonefax email prestceacgovbr plenário processos anexo apensos recurso reconsideração decisão contida exarada nos autos anexo prestação contas prefeitura municipal rodrigues alves exercício responsáve senhor francisco ernilson freitas relator conselhei naluh maria lima gouveia recurso reconsideração prestação contas prefeitura conhecimento parcial provimento retifica ção parecer prévio recorrido anula ção recorrido vistos relatados discutidos autos acima identificado acordam membros à unanimidade nos termos o voto a conselheir arelator conhec do presente recurso por ser próprio tempestivo para mérito nos termos art inciso da lce dar lhe provimento parcial para retificar parecer prévio para excluir irregularidades apontadas referentes à ausência comprovação saldo financeiro ser transferido para exercício seguinte valor r sessenta três mil trezentos dezenove reais setenta seis centavos nesse mesmo sentido descaracterizar irregularidade tocante às concessões diárias pessoas jurídicas que totalizaram valor r dezesseis mil novece ntos quarenta quatro reais dez centavos permanecendo demais irregularidades anular por terem sido eliminados seus fundamentos dar ciência senhor francisco ernilson freitas prefeito rodrigu alvesac acerca teor dest decisão encaminhar cópia desta decisão câmara municipal rodrigues alves para conhecimento providências que julgar necessárias razão disposto nos arts constituição federal art constituição estadual após formalidades estilo pelo arquivamento dos autos ausente justificadamente e xcelentíssimo senhor conselheiro valmir gomes ribeiro presidente corte rio branco acre / / conselheiro antonio cristovão correia messias presidente exercício conselheir naluh maria lima gouveia relatora fui presente sérgio cunha mendonça procurador mpe ,90652014,30/10/2014
