,conteudo,acordao,dia
181, secretaria das sessões acórdão 8551 processo 16216201210 tce assunto prestação de contas da fundação de desenvolvimento de recursos humanos da cultura e do desporto fdrhcd exercício de 2011 responsáve l senhor dircinei francisco lima de souza relator a conselhei ra naluh maria lima gouveia dos santos prestação de contas fundação de desenvolvimento de recursos humanos da cultura e do desporto fdrhcd inconsistência na elaboração do inventário dos bens móveis inoperância da funda ção regularidade com ressalva comunicação do apurado desta decisão ao gestor notificação do atual gestor e do contador responsável para que promova m dentro do prazo estipulado pela inaga 0012013 atualização do inventário de be ns móveis da referida fundação sob pena de responsabilidade legal comunicação do resultado deste julgamento ao senhor governador do estado e ao presidente da assembleia legislativa da falta de operacionalização da fundação no exercício de 2011 vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto da conselheira relatora 1 considerar regular com ressalva a prestação de contas da fun dação de desenvolvimento de recursos humanos da cultura e do desporto fdrhcd exercício orçamentário e financeiro de 2011 de responsabilidade do senhor dircinei francisco lima de souza diretor presidente à época com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a inconsistência na elaboração do inventário dos bens móveis que compõe a prestação de contas exercício de 2011 e inoperância da fundação 2 comunicar o apurado desta decisão ao gestor 3 notificar o atual gestor e o contador responsável para que promova m dentro do prazo estipulado pela inaga 0012013 atualização do inventário de bens móveis da referida fundação sob pena de responsabilidade legal e 4 cientificar o resultado deste julgamento ao senhor governa dor do estado e ao presidente da assembleia legislativa da falta de operacionalização da fundação no exercício de 2011 para a devida tomada de decisão após as formalidades de estilo pelo arquivamento do processo ausentes justificadamente os excelentí ssimos senhores conselheiros antônio jorge malheiro e antonio cristovão correia de messias rio branco acre 07/11/2013 conselheiro valmir gomes ribeiro presidente do tceac conselheir a naluh maria lima gouveia dos santos relator a fui presente joão izidro de melo neto procurador chefe do mpe de contas ,8551,07/11/2013
182, acórdão 8553 processo 12187200850 tce assunto prestação de contas da secretaria de estado de infra estrutura e obras públicas seop exercício de 2007 responsáve l senhor eduardo nunes vieira relator consel heiro josé augusto araújo de faria prestação de contas secretaria de estado de infra estrutura e obras públicas seop determinação para que a origem corrija nas próximas edições da espécie a divergência no valor dos materiais de consumo adquiridos o exercício não contabilizados no período regularidade com ressalva vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conse lheiro relator considerar regular com ressalva a prestação de contas da secretaria de estado de infra estrutura e obras públicas seop exercício orçamentário e financeiro de 2007 de responsabilidade do senhor eduardo nunes vieira secretário à época c om fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a determinação para que a origem corrija nas próximas edições da espécie a divergência no valor dos materiais de consumo adquiridos no exercício não contabilizados no período após as formalidades de estilo pelo arquivamento do processo ausentes justificadamente o excelentíssimo senhor conselheiro valmir gomes ribeiro presidente da corte e a excelentíssima senhora conselheira naluh maria lima gouveia dos santos rio branco acre 14/11/2013 conselheiro anton io cristovão correia de messias presidente em exercício do tceac conselheir o josé augusto araújo de faria relator fui presente joão izidro de melo neto procurador chefe do mpetceacre ,8553,14/11/2013
183, acórdão 8554 processo 17450201340 tce c 01 anexo assunto prestação de contas do fund o de desenvolvimento científico e tecnológico fdct exercício de 2012 responsáve l senhor luiz augusto mesquita de azevedo relator conselhei ro antonio cristovão correia de messias prestação de contas fundo de desenvolvimento científico e tecnológico fdct regularidade vistos relatados e discutidos os autos do processo acima identificado acordam os membro s do à unanimidade nos termos do voto do conselheiro relator considerar regular a prestação de contas do fundo de desenvolvimento científico e tecnológico fdct exercício orçamentário e financeiro de 2012 de respo nsabilidade do senhor luiz augusto mesquita de azevedo diretor presidente da fundação de tecnologia do estado do acre funtac à época com fulcro no inciso i do art 51 da lce 3893 após as formalidades de estilo pelo arquivamento do processo ausentes justificadamente o excelentíssimo senhor conselheiro valmir gomes ribeiro presidente da corte e a excelentíssima senhora conselheira naluh maria lima gouveia dos santos rio branco acre 14/11/2013 conselheir o josé augusto araújo de faria presidente conselheiro anton io cristovão correia de messias relator fui presente joão izidro de melo neto procurador chefe do mpetceacre ,8554,14/11/2013
184, acórdão 8555 processo 16099201250 tce assunto prestação de contas da câmara municipal de marechal thaumaturgo exercício de 2011 responsáve l senhor joão deles de menezes relator conselhei ro ronald polanco r ibeiro prestação de contas câmara municipal ausência de órgão de controle interno divergência da receita corrente líquida entre os relatórios de gestão fiscal e a prestação de contas do poder legislativo 2011 regularidade com ressalva vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator considerar regular com ressalva a prestação de contas da câmara mun icipal de marechal thaumaturgo exercício orçamentário e financeiro de 2011 de responsabilidade do seu presidente à época senhor joão deles de menezes com fulcro no art 51 inciso ii da lei complementar estadual 3893 valendo como ressalva a ausên cia de órgão de controle interno e a divergência da receita corrente líquida entre os relatórios de gestão fiscal e a prestação de contas do poder legislativo 2011 após as formalidades de estilo arquivamento dos autos ausentes justificadamente o exce lentíssimo senhor conselheiro valmir gomes ribeiro presidente da corte e a excelentíssima senhora conselheira naluh maria lima gouveia dos santos rio branco acre 14/11/2013 conselheiro anton io cristovão correia de messias presidente em exercício do tceac conselheiro ronald polanco ribeiro relator fui presente joão izidro de melo neto procurador chefe do mpetceacre ,8555,14/11/2013
185, acórdão 8556 processo 16262201230 tce c 02 volumes e 01 anexo assunto prestação de contas da secretaria de estado do meio ambiente sema exercício de 2011 responsáve l senhor carlos edegard de deus relator a conselhei ra dulcinéa benício de araújo prestação de contas secretaria de estado do meio ambiente sema regularidade vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto da conselheir arelator a considerar regular a prestação de contas da secretaria de estado do meio ambiente sema exercício orçamentário e financeiro de 2011 de responsabilidade do senhor carlos edegard de d eus secretário de estado do meio ambiente com fulcro no inciso i do art 51 da lce 3893 após as formalidades de estilo pelo arquivamento do processo ausentes justificadamente o excelentíssimo senhor conselheiro valmir gomes ribeiro president e da corte e a excelentíssima senhora conselheira naluh maria lima gouveia dos santos rio branco acre 14/11/2013 conselheiro anton io cristovão correia de messias presidente em exercício do tceac conselheir a dulcinéa benício de araújo relator a fui presente joão izidro de melo neto procurador chefe do mpetceacre ,8556,14/11/2013
186, acórdão 8578 processo 17242201350 tce assunto prestação de contas do fundo previdenciário de rio branco fprev exercício de 2012 responsáve l senhor a irle maria gadelha mendonça relator conselhei ro antônio jorge malheiro prestação de contas fundo previdenciário de rio branco fprev regularidade cientificação ao sr prefeito e à câmara municipal de rio branco do deficit atuarial constante no estudo do banco do brasil referente ao exercício de 2012 vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator 1 considerar regular a prestação de contas do fundo prev idenciário de rio branco fprev exercício orçamentário e financeiro de 2012 de responsabilidade da senhora irle maria gadelha mendonça com fulcro no inciso i do art 51 da lce 38932 cientificar ao sr prefeito e à câmara municipal de rio branc o do deficit atuarial constante no estudo do banco do brasil referente ao exercício de 2012 incluso no processo que requer medidas imediatas para manter o equilíbrio do fundo recentemente criado sob pena de se tornar definitivamente deficitário po dendo vir a comprometer as finanças do município após as formalidades de estilo pelo arquivamento do processo ausente justificadamente o excelentíssimo senhor conselheiro ronald polanco ribeiro rio branco acre 21/11/2013 conselheiro valmir gomes ribeiro presidente do tceac conselheir o antônio jorge malheiro relator fui presente joão izidro de melo neto procurador chefe do mpetceacre ,8578,21/11/2013
187, acórdão 8600 processo 17252201340 tce assunto prestação de contas do fundo municipal de esporte e lazer de rio branco fmel exercício de 2012 responsáve l senhor a eurilinda maria gomes figueiredo presid ente à época relator conselheir o antônio jorge malheiro prestação de contas fundo municipal de esporte e lazer de rio branco fmel regularidade cientificação ao prefeito da inatividade do fundo vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator 1 considerar regular a prestação de contas do fundo municipal de esporte e lazer de rio branco fmel exercício orçamentário e financeiro de 2012 de responsabilidade da senhora eurilinda maria gomes figueiredo com fulcro no inciso i do art 51 da lce 3893 e 2 cientificar o sr prefeito da inatividade do fundo após as forma lidades de estilo pelo arquivamento do processo ausente temporariamente o excelentíssimo senhor conselheiro valmir gomes ribeiro presidente da corte e justificadamente a excelentíssim a senhor a conselheir a naluh maria lima gouveia dos santos sala das sessões do tribu nal de contas do estado do acre rio branco acre 28/11/2013 conselheir o antonio cristovão correi a de messias presidente em exercício do tceac conselheir o antônio jorge malheiro relator fui present e joão izidro de melo neto procurador chefe do mpe tceac ,8600,28/11/2013
188, acórdão 8601 processo 14952201110 tce c 02 volumes e 02 anexo s assunto prestação de contas da secretaria de estado de esporte turismo e lazer exercício de 2010 responsáve l senhor cassiano marques de oliveira relator conselheir o antonio cristovão correia de messias prestação de contas secretaria de estado de esporte turismo e lazer falta de inventário geral de bens móveis e imóveis falta de envio do ato de nomeação designação ou exoneração do responsável pelo setor de almoxarifado regularidade com ressalva instauração de tomada de contas especial para verificação dos valores repassados a organizações não governamentais uma vez que o demonstrativo dos recursos concedidos diverge do anexo 2 vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator 1 considerar regular com ressalva a prestação de con tas da secretaria de estado de esporte turismo e lazer exercício orçamentário e financeiro de 2010 de responsabilidade do senhor cassiano figueira marques de oliveira com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalva a falta d e inventário geral de bens móveis e imóveis e a falta de envio do ato de nomeação designação ou exoneração do responsável pelo setor de almoxarifado e 2 instaurar tomada de contas especial para verificação dos valores repassados a organizações não gover namentais uma vez que o demonstrativo dos recursos concedidos diverge do anexo 2 após as formalidades de estilo pelo arquivamento do processo vencidos em parte a o conselheiro relator e o conselheiro ronald polanco ribeiro que não votaram pela insta uração de tomada de contas especial quanto a este item proferiu voto de desempate o conselheiro josé augusto araújo de faria que presidiu o julgamento do e b o conselheiro antônio jorge malheiro que votou também pelo sobrestamento do ausente temporariamente o excelentíssimo senhor conselheiro valmir gomes ribeiro presidente da corte e justificadamente a excelentíssim a senhor a conselheir a naluh maria lima gouveia dos santos sala das sessões do tribu nal de contas do estado do acre rio branco acre 28/11/2013 conselheir o josé augusto araújo de faria presidente conselheir o anton io cristovão correia de messias relator fui present e joão izidro de melo neto procurador chefe do mpe tceac ,8601,28/11/2013
189, acórdão 8603 processo 17489201301 tce assunto prestação de contas do gabinete do vice governador do estado do acre exercício de 2012 responsáve l senhor carlos césar correia de messias relator conselhe iro ronald polanco ribeiro prestação de contas gabinete do vice governador do estado do acre regularidade vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator com o voto do conselheiro presidente para completar quorum considerar regular a prestação de contas do gabinete do vice governador do estado do acre exercício de 2012 de responsabilidade do senh or carlos césar correia de messias com fulcro no inciso i do art 51 da lce 3893 após as formalidades de estilo pelo arquivamento do processo o conselheiro antonio cristovão correia de messias julgou se impedido para participar do julgamento dest e processo ausente temporariamente o excelentíssimo senhor conselheiro valmir gomes ribeiro presidente da corte e justificadamente a excelentíssim a senhor a conselheir a naluh maria lima gouveia dos santos sala das sessões do tribu nal de contas do estado do acre rio branco acre 28/11/2013 conselheir o josé augusto araújo de faria presidente conselheir o ronald polanco ribeiro relator fui present e joão izidro de melo neto procurador chefe do mpe tceac ,8603,28/11/2013
190, secre taria das sessões acórdão 8602 processo 14957201160 tce assunto prestação de contas da polícia militar do estado do acre exercício de 2010 responsáve l senhor romário célio barbosa gonçalves relator conselheir o ronald p olanco ribeiro prestação de contas polícia militar do estado do acre encaminhamento intempestivo do inventário de bens móveis regularidade com ressalva notificação do atual gestor da pasta para corrigir as falhas formais apontadas quando do envio d as próximas prestações de contas vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator 1 considerar regula r com ressalva a prestação de contas da polícia militar do estado do acre exercício orçamentário e financeiro de 2010 de responsabilidade do senhor romário célio barbosa gonçalves com fulcro no inciso ii do art 51 da lce 3893 valendo como ressal va o encaminhamento intempestivo do inventário de bens móveis que ocorreu somente depois de diligência realizada pela dafo e 2 notificar o atual gestor da pasta para corrigir as falhas formais apontadas quando do envio das próximas prestações de contas após as formalidades de estilo pelo arquivamento do processo ausente temporariamente o excelentíssimo senhor conselheiro valmir gomes ribeiro presidente da corte e justificadamente a excelentíssim a senhor a conselheir a naluh maria lima gouveia dos santos sala das sessões do tribu nal de contas do estado do acre rio branco acre 28/11/2013 conselheir o antonio cristovão correia de messias presidente em exercício do tce ac conselheir o ronald polanco ribeiro relator fui present e joão izidro de melo neto procurador chefe do mpe tceac ,8602,28/11/2013
191, acórdão 8605 processo 16274201240 tce c 02 volumes e 01 anexo assunto prestação de contas da procuradoria geral do estado exercício de 2011 responsáve is senhor es roberto barros dos santos e rodrigo fern andes das neves relator a conselheir a dulcinéa benício de araújo prestação de contas procuradoria geral do estado regularidade recomendações ao estado do acre para normatização no âmbito da administração direta e indireta dos serviços que podem ser considerados contínuos e essenciais vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto da conselheira relatora 1 consider ar regular a prestação de contas da procuradoria geral do estado do acre exercício de 2011 de responsabilidade dos senhores roberto barros dos santos e rodrigo fernandes das neves com fulcro no art 51 inciso i da lce 3893 e 2 recomenda r ao estado do acre para normatização no âmbito da admini stração direta e indireta dos serviços que podem ser considerados contínuos e essenciais observando se as peculiaridades de cada unidade administrativa inclusive com a criação de ferramentas que possibili tem aos gestores conhecerem em sua completude as propostas declaradas vencedoras em certames licitatórios e assim melhor administrar os recursos públicos sempre na busca da realização de avenças com preços mais vantajosos para a administração após as formalidades de estilo pelo arquivamento dos autos o dr davi laerte vieira procurador geral adjunto da pgeac fez sustentação oral no julgamento deste processo ausente justificadamente a excelentíssim a senhor a conselheir a naluh maria lima gouveia dos santos sala das sessões do tribu nal de contas do estado do acre rio branco acre 28/11/2013 conselheir o valmir gomes ribeiro presidente do tceacre conselheir a dulcinéa benício de araújo relator a fui present e joão izidro de melo neto procurador chefe do mpe tceac ,8605,28/11/2013
192, acórdão 8607 processo 16224201290 tce c 02 volumes e 01 anexo assunto prestação de contas do instituto de pesos e medidas do estado do acre ipem exercício de 2011 responsáve is senhores miguel antonio félix de andrade joão césar dotto inácio alves moreira neto e josé raimundo nogueira neto relator conselheir o antonio cristovão correia de messias prestação de contas instituto de pesos e medidas do estado do acre ipem falta de registro dos bens de consumo na demonstração das variações patrimoniais ausência do responsável pelo setor de patrimônio falta de controle interno notificação do gestor para tomar conhecimento das falhas apuradas e corrigi las na próxima edição da matéria vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator 1 considerar regular com ressalva a prestação de contas do instituto de pesos e medidas do estado do acre ipem referente ao exercício de 2011 de responsabilidade dos senhores miguel antônio félix de andrade diretor presidente joão césar dotto diretor presidente interino inácio alves moreira neto diretor fi nanceiro e josé raimundo nogueira neto contador com fulcro no inciso ii do art 51 da lce 3893 valendo como ressalvas a falta de registro dos bens de consumo na demonstração das variações patrimoniais a ausência do responsável pelo setor de patri mônio e a falta de controle interno e 2 notificar o gestor para tomar conhecimento das falhas apuradas e corrigi las na próxima edição da matéria após as formalidades de estilo pelo arquivamento do processo sala das sessões do tribu nal de contas do estado do acre rio branco acre 02/12/2013 conselheir o valmir gomes ribeiro presidente do tceac conselheir o antonio cristovão correia de messias relator fui present e joão izidro de melo neto procurador chefe do mpetceac ,8607,02/12/2013
193, acórdão 8658 processo 17471201330 tce assunto prestação de contas do fundo penitenciário do estado do acre funpenacre exercício de 2012 responsáve l relator senhor dirceu augusto silva conselheir o antôn io jorge malheiro prestação de contas fundo penitenciário do estado do acre ausência de planejamento na execução orçamentária e o descumprimento do disposto no inciso iii do anexo vii da resolução tceac 0622008 regularidade com ressalvas vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos do voto do conselheiro relator considerar regular com ressalva a prestação de contas do fundo penitenciário do estado do acre funpenacre relativo ao exercício de 2012 valendo como ressalvas a ausência de planejamento na execução orçamentária e o descumprimento do disposto no inciso iii do anexo vii da resolução tceac 0622008 após as formalidades de estilo pelo arquivamento dos autos rio branco acre 19/12/2013 conselheiro valmir gomes ribeiro presidente do tceac conselheir o antônio jorge malheiro relator fui presente joão izidro de melo neto procurador chefe do mpe de contas ,8658,19/12/2013
194, acórdão 8660 processo 16261201220 tce assunto prestação de contas da controladoria geral do estado do acre exercício de 2011 responsáve is relator senhor edson américo manchini e senhora flora valadares coelho conselheir o ronald polanco ribeiro prestação de contas controladoria geral do estado do acre regularidade vistos relatados e discutidos os autos do processo acima identificado acordam os membros do tribunal de contas do estad o do acre à unanimidade nos termos do voto do conselheiro relator considerar regular a prestação de contas da controladoria geral do estado do acre exercício de 2011 de responsabilidade do sr edson américo manchini e flora valadares coelho com base no inciso i do art 51 da lce 3893 após as formalidades de estilo pelo arquivamento dos autos rio branco acre 19/12/2013 conselheiro valmir gomes ribeiro presidente do tceac conselheir o ronald polanco ribeiro relator fui presente joão izid ro de melo neto procurador chefe do mpe de contas ,8660,19/12/2013
195, acórdão 9008 processo no 17482201330 tce assunto prestação de contas do fundo estadual de assistência social feas exercício de 2012 responsáve l senhor antonio torres relator a conselhei ra naluh maria lima gouve ia dos santos prestação de contas fundo estadual de assistência social feas regularidade cientificação ao prefeito comunicação do apurado desta decisão ao gestor cientificação ao senhor governador do estado ao presidente da assembleia legislati va e ao conselho estadual de assistência social do resultado desta decisão vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos d o voto da cons elheir arelator a 1 considerar regular a prestação de contas do fundo estadual de assistência social feas exercício orçamentário e financeiro de 2012 de responsabilidade do senhor antonio torres com fundamento no inciso i do art 51 da lei complement ar estadual 38932 comunicar o apurado desta decisão ao gestor supracitado principal responsável pelo fundo e 3 cientificar o senhor governador do estado o presiden te da assembleia legislativa e o conselho estadual de assistência social do result ado desta decisão após as formalidades de estilo pelo arquivamento do processo ausente justificadamente o excelentíssimo senhor conselheiro antônio jorge malheiro rio branco acre 14/08/2014 conselheiro valmir gomes ribeiro presidente do tceac conselheir a naluh maria lima gouveia dos santos relator a fui presente anna he lena de azevedo lima procurador achefe do mpe tceac ,9008,14/08/2014
196, acórdão 9007 processo no 18644201400 tce assunto prestação de contas do fundo orçamentário especial da procuradoria do município de rio branco exercício de 2013 responsáve l senhor pascal abou khalil relator a conselhei ra naluh maria lima gouveia dos santos prestação de contas fundo orçamentário especial procuradoria do município de rio branco falta de efetividade e operacionalidade do fundo regularidade com ressalva cientificação ao prefeito comunicação ao conselho de procuradores desta decisão encaminhamento à câmara municipal para ciência e providências cabíveis vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos d o voto da conselheir arelator a 1 considerar regular com ressalva a prestação de contas do fundo orçamentário especial da procuradoria do município de rio branco exercício orçamentário e financeiro de 2013 de responsabilidade d o senhor pascal abou khalil com fundamento no art 51 inciso ii da lei complementar estadual 3893 valendo como ressalva a falta de efetividade e operacionalidade do fundo 2 comunica r esta decisão ao senhor pascal abou khalil principal responsáve l pelo fundo à época 3 cientifica r o prefeito a respeito da inatividade do referido fundo durante o exercício de 2013 e acompanhamento das medidas cabíveis a respeito da determinação do item 2 do acórdão 77662012 à controladoria interna da prefeitu ra de rio branco para seu conhecimento 4 comunica r ao conselho de procuradores do município de rio branco do resultado desta decisão e 5 encaminha r à câmara municipal de rio branco para ciência e providências cabíveis após as formalidades de estilo p elo arquivamento do processo ausente justificadamente o excelentíssimo senhor conselheiro antônio jorge malheiro rio branco acre 14/08/2014 conselheiro valmir gomes ribeiro presiden te do tceac conselheir a naluh maria lima gouveia dos santos relator a fui presente anna helena de azevedo lima procurador achefe do mpe tceac ,9007,14/08/2014
197, acórdão 9009 processo no 14913201160 tce c 02 volumes assunto prestação de contas da secretaria de estado de gestão administrativa exercício de 2010 responsáve l senhor mâncio lima cordeiro relator a conselhei ra naluh maria lima gouveia dos santos prestação de contas secretaria de estado de gestão administrativa ausência do envio do inventário analítico de cada unidade administrativa falta de escrituração sintética na contabilidade conforme recomenda os p rocedimentos e legislação pertinentes regularidade com ressalvas comunicação do apurado desta decisão ao atual gestor cientificação ao senhor governador do estado e ao presidente da assembleia legislativa do resultado desta decisão vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos d o voto da conselheir arelator a 1 considerar regular com ressalvas a prestação de contas da secretaria de est ado de gestão administrativa exercício orçamentário e financeiro de 2012 de responsabilidade do senhor mâncio lima cordeiro secretário da sga à época com fundamento no inciso ii do art 51 da lei complementar estadual 3893 valendo como ressalvas as falhas apontadas e não justificada s a seguir a a ausência do envio do inventário analítico de cada unidade administrativa e b a falta de escrituração sintética na contabilidade conforme recomenda os procedimentos e legislação pertinentes 2 comunica r o apurado desta decisão ao atual gestor para que as providências acerca das falhas contábeis e patrimoniais sejam corrigidas nas próximas edições da matéria e ao senhor mâncio lima cordeiro principal responsável pela sga à época sob pena de responsabil idade em caso de reincidência lce 381993 art 89 inciso vii e 3 cientificar o senhor governador do estado e o presidente da assembleia legislativa do resultado desta decisão após as formalidades de estilo pelo arquivamento do processo ausente justificadamente o excelentíssimo senhor conselheiro antônio jorge malheiro rio branco acre 14/08/2014 conselh eiro valmir gomes ribeiro presidente do tceac conselheir a naluh maria lima gouveia dos santos relator a fui presente anna helena de azevedo lima procurador achefe do mpe tceac ,9009,14/08/2014
198, acórdão 9021 processo 13910201030 tce assunto prestação de contas do exercício de 2009 responsáve l relator a conselheiro josé augusto araújo de faria presidente à época conselheir a dulcinéa benício de araújo prestação de contas tribunal de contas regularidade autuação de f eito em apartado para análise das despesas relativas a exercícios anteriores e executad as em 2009 vistos relatados e discutidos os auto s do processo acima identificado a c o r d a m os membros do tribunal de contas do e stado do a cre à unanimidade nos termos d o voto da conselheira relatora com o voto do presidente para completar o quórum 1 considerar regular a prestação de contas do referente ao exercício orçamentário e financeiro de 2009 de responsabilidade do i conselheiro josé augusto araújo de faria com fundamento no inciso i do art 51 da lei complementar estadual 38932 autua r em apartado para análise das despesas relativas a exercícios anteriores e executadas em 2009 após a formalidade de estilo pelo arquivamento dos autos os excelentíssimos senhores conselheiros josé augusto araújo de faria e antonio cr istovão correia de messias presidente e vice presidente à época respectivamente julgaram se impedidos para votarem neste processo com fulcro no inciso viii do art 49 do regimento interno desta corte de contas ausente justificadamente o excelentíss imo senhor conselheiro ronald polanco ribeiro rio branco acre 28/08/2014 conselheiro valmir gomes ribeiro presidente do tceacre conselheir a dulcinéa be nício de araújo relator a fui presente anna helena de azevedo lima procurador achefe do mpetceac ,9021,28/08/2014
199, missão ex ercer o controle externo orientando e fiscalizando a gestão pública e incentivar a sociedade ao exercício do controle socia l acórdão 9012 processo no 12988200940 tce c 01 anexo assunto prestação de contas da secretaria de estado de agropecuária seap exercício de 2008 responsável senhor mauro jorge ribeiro relator conselhei ro ronald polanc o ribeiro prestação de contas secretaria de estado de agropecuária ausência de escrituração contábil de valores relacionados a os bens patrimoniais almoxarifado e desincorporação de bens móveis divergências apuradas nos valores inseridos o balanço patrimonial e no inventário geral de bens móveis regularidade com ressalvas notificação do atual gestor e da controladoria geral do estado vistos relatados e discutidos os autos do proce sso acima identificado acordam os membros d o à unanimidade nos termos do voto do conselheiro relator 1 considerar regular com ressalva s a prestação de contas da secretaria de estado de agropecuária referente ao exercício financeiro e orçamentário de 2008 de responsabilidade do senhor mauro jorge ribeiro secretário à época com fundamento no inciso ii do art 51 da lei complementar estadual 3893 valendo como ressalvas a a ausência de escrituração contábil de valores relacionados aos bens patrimoniais de almoxarifado e de desincorporação de bens móveis b as divergências apuradas nos valores inseridos no balanço patrimonial e os constantes no inventário geral de bens móveis 2 notificar o atual gestor da pasta para a corrigir nas próximas edições da espécie as falhas contábeis noticiadas b abster se de realizar contratação parcelada quando o objeto se referir a parcela de mesma natureza quando a soma dessas parcelas ultrapassem a modalidade contratada ou os limites de dispensa de licitação previ stos no art 24 incisos i e ii da lei 866619933 notificar a controladoria geral do estado cge sobre as falhas noticiadas neste voto após as formalidades de estilo pelo arquivamento do processo ausente justificadamente o excelentíssim o senho r conselheir o valmir gomes ribeiro presidente da corte rio branco acre 21/08/2014 conselheiro antonio cristovão correia de messias presidente do tceac em exe rcício conselheir o ronald polanco ribeiro relator fui presente anna helena de azevedo lima procurador achefe do mpe tceac ,9012,21/08/2014
200, tribunal de contas do estado do acre acórdão 8973 processo no 17444201390 tce c 01 anexo assunto prestação de contas da defensoria pública do estado do acre exercício de 2012 responsáve l senhor dion nóbrega leal relatora conselheira dulcinéa b enício de araújo prestação de contas defensoria pública do estado do acre regularidade vistos relatados e discutidos os autos do processo acima identificado acordam os membros do à unanimidade nos termos d o voto da conselheira relatora com o voto do presidente para completar quórum considerar regular a prestação de contas da defensoria pública do estado do acre relativa ao exercício orçamentário de 2012 de responsabilidade do senhor dion nóbre ga leal nos termos do art 51 inciso i da lei complementar estadual 3893 após as formalidades de estilo pelo arquivamento dos autos ausentes justificadamente o s excelentíssimo s senhor es conselheiro s valmir gomes ribeiro presidente da cort e ronald polanco ribeiro e a excelentíssima senhora conselheira naluh maria lima gouveia dos santos rio branco acre 10/07/2014 conselheiro antonio cristovão c orreia de messias presidente do tceac em exercício conselheir a dulcinéa benício de araújo relator a fui presente mario sérgio neri de oliveira procurador do mpe tceac ,8973,10/07/2014
201, acórdão 8974 processo no 17490201300 tce assunto prestação de contas do fundo orçamentário especial do centro de estudos jurídicos cejur exercício de 2012 responsáve l senhor rodrigo fernandes das neves relat ora conselheira dulcinéa benício de araújo prestação de contas fundo orçamentário especial do centro de estudos jurídicos cejur regularidade vistos relatados e discutidos os autos do processo acima identificado acordam os membros d o à unanimidade nos termos d o voto da conselheira relatora com o voto do presidente para completar quórum considera r regular a prestação de contas do fundo orçamentário especial do centro de estudos jurídicos ceju r relativa ao exercício orçamentário de 2012 de responsabilidade do senhor rodrigo fernandes das neves nos termos do art 51 inciso i da lei complementar estadual 3893 após as formalidades de estilo pelo arquivamento dos autos ausentes justifi cadamente os excelentíssimo s senhor es conselheiro s valmir gomes ribeiro presidente da corte ronald polanco ribeiro e a e xcelentíssima senhora conselheira naluh maria lima gouveia dos santos rio branco acre 10/07/2014 conselheiro antonio cristovão correia de messias presidente do tceac em exercício conselheir a dulcinéa beníci o de araújo relator a fui presente mario sérgio neri de oliveira procurador do mpe tceac ,8974,10/07/2014
